Anno,Regione,Comune,Localita,Codice stazione,Bacino idrografico,Corpo idrico,Livello di contaminazione,Campioni,Misure,n misure positive,Sostanze cercate,Sostanze trovate,Pesticidi totali,x,y
2020,Veneto,LEGNAGO,PONTE DI VIA TERRANEGRA,1292,FISSERO TARTARO CANALBIANCO,SCOLO NICHESOLA,Entro i limiti,4,352,14,80,2,0.32,1256760.3449775598,5652926.679602894
2020,Veneto,SAN GIORGIO IN BOSCO,PONTE SP58D,1304,B.S. LAGUNA DI VENEZIA,FIUME TERGOLA,Entro i limiti,4,324,15,73,1,0.12,1316551.9669173681,5717487.098145759
2020,Veneto,SAN MICHELE AL TAGLIAMENTO,CANALE DEI LOVI C/O PORTO BASELEGHE 600-700M PRIMA DELLA FOCE,IT05390-AT,TAGLIAMENTO,BASELEGHE,Entro i limiti,4,348,15,79,3,0.88,1445567.044669124,5721066.243692086
2020,Veneto,NOALE,STRADA SPAGNOLO,1049,B.S. LAGUNA DI VENEZIA,RIO DRAGANZIOLO,Entro i limiti,4,340,16,77,1,0.24,1345673.5543200246,5708302.058147348
2020,Veneto,SAN VENDEMIANO,PONTE VIA FERROVIA NORD,1249,LIVENZA,TORRENTE MENARE VECCHIO,Entro i limiti,7,586,23,83,3,0.55,1373706.568107791,5764304.808459619
2020,Veneto,CAVARZERE,PONTE DI VIA CHIEZAZZA,1263,FISSERO TARTARO CANALBIANCO,CANALE PRINCIPALE TARTARO OSELIN,Entro i limiti,4,324,14,73,2,0.23,1355453.8821515215,5636665.044354376
2020,Veneto,SAN BONIFACIO,RITONDA,445,ADIGE,TORRENTE CHIAMPO,Entro i limiti,4,344,4,78,1,0.13,1255948.247037673,5685883.123134627
2020,Emilia Romagna,ARGENTA,Menata-Sussidiario su via Cardinala a Campotto,06003730,RENO,COLL. MENATA - SUSSIDIARIO,Superiore ai limiti,6,576,58,95,4,6.457,1312969.5360516927,5554503.843282924
2020,Emilia Romagna,MERCATO SARACENO,Savio a Ponte Giorgi a Bivio Montegelli,13000350,SAVIO,F. SAVIO,Superiore ai limiti,6,588,5,98,1,0.505,1358302.710290808,5467219.9162942795
2020,Emilia Romagna,RIMINI,"Ausa al km 4 SS 72, a valle Ausella",19000450,MARECCHIA,T. AUSA,Entro i limiti,6,576,34,95,4,1.088,1395645.6874609177,5464931.951494713
2020,Emilia Romagna,LUGO,Santerno a ponte Passogatto,06004650,RENO,F. SANTERNO,Superiore ai limiti,6,588,33,98,2,1.717,1325105.6827076287,5548350.699013663
2020,Emilia Romagna,CASTEL BOLOGNESE,"Senio al ponte di Tebano, Castelbolognese",06005200,RENO,T. SENIO,Entro i limiti,6,576,28,95,3,1.655,1311671.385365492,5511079.981790174
2020,Emilia Romagna,ALFONSINE,Fosso Vecchio a immiss. in Dx Reno,07000250,DESTRA RENO,CAN. FOSSO VECCHIO,Superiore ai limiti,6,576,85,95,8,53.915,1347061.267696311,5549342.699810329
2020,Emilia Romagna,PIACENZA,Trebbia alla foce in Po,01090700,TREBBIA,F. TREBBIA,Non quantificabile,5,492,1,98,0,0.038,1076407.359081163,5632900.7792788455
2020,Emilia Romagna,SOLIGNANO,Taro al ponte Citerna - Oriano,01150200,TARO,F. TARO,Non quantificabile,4,396,0,98,0,,1116931.6697249631,5564636.833507652
2020,Emilia Romagna,SALSOMAGGIORE TERME,Stirone alla immiss. nel Ghiara,01151000,TARO,T. STIRONE,Non quantificabile,5,480,0,95,0,,1112270.1341133157,5597386.873213634
2020,Emilia Romagna,FIDENZA,Rovacchia a Cabriolo,01151150,TARO,T. ROVACCHIA,Non quantificabile,5,480,4,95,0,0.041,1120312.6841221855,5596997.857647342
2020,Emilia Romagna,NEVIANO DEGLI ARDUINI,Enza alla traversa di Cerezzola,01180500,ENZA,T. ENZA,Non quantificabile,5,489,1,98,0,0.031,1157797.8899930604,5552965.150881969
2020,Emilia Romagna,TRAVERSETOLO,Termina a Traversetolo,01180600,ENZA,T. TERMINA,Non quantificabile,6,576,3,95,0,0.015,1156499.1200426035,5565075.123377681
2020,Emilia Romagna,CASTELLARANO,Secchia alla Rupe del Pescale,01201100,SECCHIA,F. SECCHIA,Non quantificabile,4,384,0,95,0,,1192595.054766582,5541873.325592342
2020,Emilia Romagna,MARANO SUL PANARO,Panaro al ponte di Marano,01220900,PANARO,F. PANARO,Non quantificabile,4,393,1,98,0,0.034,1221055.4457161261,5535852.706419193
2020,Emilia Romagna,SAN LAZZARO DI SAVENA,Zena a Farneto,06003250,RENO,T. ZENA,Non quantificabile,6,576,2,95,0,0.058,1269104.4008908093,5532439.622691267
2020,Emilia Romagna,FORLI',Bevano a valle di Casemurate,12000100,BEVANO,T. BEVANO,Non quantificabile,6,576,31,95,0,0.143,1357225.7871920129,5504235.94576258
2020,Emilia Romagna,SAN LEO,San Marino sul ponte della strada Marecchiese,19000150,MARECCHIA,T. SAN MARINO,Non quantificabile,6,576,2,95,0,0.01,1380316.3059800135,5459266.1765162
2020,Emilia Romagna,POGGIO TORRIANA,Marecchia a Ponte Verucchio,19000200,MARECCHIA,F. MARECCHIA,Non quantificabile,6,591,1,98,0,0.03,1380866.6463564236,5460670.596509363
2020,Emilia Romagna,RIMINI,"Ausa a Rimini, 450 m a valle ponte strada Marecchiese",19000500,MARECCHIA,T. AUSA,Non quantificabile,6,576,31,95,0,0.256,1396614.1233011582,5474853.673364077
2020,Emilia Romagna,MORCIANO DI ROMAGNA,Conca a Morciano di Romagna,22000200,CONCA,F. CONCA,Non quantificabile,6,576,1,95,0,0.01,1407131.8662955195,5451678.167141593
2020,Emilia Romagna,SANTA SOFIA,Invaso di Ridracoli,11001000,FIUMI UNITI,INVASO DI RIDRACOLI,Non quantificabile,24,2397,0,100,0,,1317596.7000278996,5445683.264183589
2020,Emilia Romagna,RAVENNA,Candiano a valle polo chimico,09000100,CANDIANO,CAN. CANDIANO,Non quantificabile,6,576,8,95,0,0.153,1363547.6879540177,5536839.6069158185
2020,Emilia Romagna,GROPPARELLO,Riglio a monte di Veggiola,01120250,CHIAVENNA,T. RIGLIO,Non quantificabile,6,576,0,95,0,,1078718.41524545,5596669.679863267
2020,Emilia Romagna,SANT'ILARIO D'ENZA,Enza a Sant Ilario d'Enza,01180700,ENZA,T. ENZA,Non quantificabile,6,576,0,95,0,,1161157.9459759728,5580408.3838947285
2020,Emilia Romagna,CASTEL SAN PIETRO TERME,"Gaiana, via Mori a San Lorenzo",06003580,RENO,T. GAIANA,Entro i limiti,4,384,39,95,3,0.608,1286551.5038466656,5533226.881105699
2020,Emilia Romagna,IMOLA,Sillaro su via San Vitale a Sesto Imolese,06003990,RENO,T. SILLARO,Superiore ai limiti,5,480,35,95,3,2.981,1306436.1679414487,5536716.630989945
2020,Emilia Romagna,MEDICINA,Sillaro a Porto Novo in chiusura bacino,06004000,RENO,T. SILLARO,Superiore ai limiti,6,591,43,98,2,6.979,1309578.0660006613,5547527.967987834
2020,Emilia Romagna,RAVENNA,"Lamone al ponte Cento Metri, Ravenna",08000900,LAMONE,F. LAMONE,Superiore ai limiti,9,900,60,100,3,1.958,1354912.4636684225,5543850.650178042
2020,Emilia Romagna,FORLI',Ronco al ponte SS 9 a Ronco,11001660,FIUMI UNITI,F. RONCO,Superiore ai limiti,6,588,3,98,1,0.454,1345480.371536327,5496912.290517505
2020,Emilia Romagna,RAVENNA,Bevano su Via delle Cave,12000170,BEVANO,T. BEVANO,Superiore ai limiti,6,591,55,98,6,3.069,1369964.3553134075,5518265.716814164
2020,Emilia Romagna,IMOLA,"Santerno a Imola, Autodromo",06004550,RENO,F. SANTERNO,Non quantificabile,6,576,9,95,0,0.047,1303864.7904209986,5519045.484646511
2020,Emilia Romagna,BAGNARA DI ROMAGNA,"Santerno a valle del ponte di Mordano, Bagnara di R.",06004600,RENO,F. SANTERNO,Non quantificabile,6,576,28,95,0,0.216,1315275.8126715324,5526620.583297291
2020,Emilia Romagna,CESENATICO,Fossatone a Cesenatico,15000100,PORTO CANALE CESENATICO,CAN. DI ALLACCIAMENTO - FOSSATONE,Non quantificabile,6,576,41,95,0,0.185,1379036.461142908,5496986.567146708
2020,Emilia Romagna,SANTARCANGELO DI ROMAGNA,Marecchia al ponte SP 49 su via Traversa Marecchia,19000300,MARECCHIA,F. MARECCHIA,Non quantificabile,6,576,1,95,0,0.01,1386317.1672973968,5472629.637175618
2020,Emilia Romagna,RAVENNA,Via Cupa a Ravenna,09000050,CANDIANO,SC. VIA CUPA,Entro i limiti,6,576,51,95,1,0.202,1359136.2924449663,5536173.508795828
2020,Emilia Romagna,RAVENNA,"Fiumi Uniti al ponte Nuovo, Ravenna",11001800,FIUMI UNITI,FIUMI UNITI,Superiore ai limiti,6,591,46,98,3,4.15,1359836.762558387,5527204.1258756695
2020,Toscana,ROSIGNANO MARITTIMO,,IT09S1650#MAS-526,,TORRENTE SAVALANO,Non quantificabile,6,602,22,100,0,0.136,1166968.3475489623,5378466.270899743
2020,Toscana,GALLICANO,,IT09S1635#MAS-557,,TORRENTE TURRITE DI GALLICANO,Non quantificabile,4,329,1,100,0,0.005,1163988.4540230006,5473478.246432798
2020,Toscana,MASSAROSA,,IT09S2311#MAS-650 VTP-146,,LAGO MASSACIUCCOLI,Non quantificabile,1,102,1,101,0,0.01,1150012.8425304263,5439703.1994336825
2020,Toscana,CHIUSI,,IT09S1277#MAS-115 POT-002 VTP-138,,LAGO CHIUSI,Entro i limiti,4,408,29,101,1,0.245,1331811.515557829,5320149.805384229
2020,Toscana,CASTIGLIONE DELLA PESCAIA,,IT09S1212#MAS-050,,FIUME BRUNA FOCE,Superiore ai limiti,5,338,12,101,2,0.242,1224839.1770381548,5282292.730795671
2020,Toscana,POGGIBONSI,,IT09S1120#POT-099,,TORRENTE DROVE DI CINCIANO,Non quantificabile,2,204,6,101,0,0.045,1241740.2335963629,5386998.972824545
2020,Toscana,QUARRATA,PONTE CATENA,IT09S2459#MAS-VP4,,TORRENTE STELLA,Superiore ai limiti,6,612,76,101,8,9.157,1226369.7338295782,5441092.290941287
2020,Toscana,EMPOLI,PONTE_PER_VILLANOVA,IT09S2277#MAS-518,,TORRENTE ORME,Superiore ai limiti,4,405,43,102,4,0.853,1219885.44828801,5419048.396574839
2020,Toscana,FIRENZE,PONTE A GREVE,IT09S1285#MAS-123,,FIUME GREVE VALLE,Entro i limiti,5,500,37,99,1,0.469,1245584.1497816392,5427593.744235442
2020,Toscana,FIGLINE E INCISA VALDARNO,MATASSINO,IT09S1268#MAS-106 POT-046,,FIUME ARNO VALDARNO SUPERIORE,Superiore ai limiti,1,102,6,101,3,0.275,1277926.082100274,5407273.780759043
2020,Toscana,MASSA E COZZILE,,IT09S2394#MAS-510A,,TORRENTE CESSANA,Superiore ai limiti,5,409,22,101,3,5.056,1197455.125193515,5443725.459524861
2020,Toscana,MANCIANO,,IT09S1570#MAS-543,,TORRENTE ELSA,Superiore ai limiti,3,306,7,101,2,1.427,1271502.0586388898,5241589.867847963
2020,Toscana,REGGELLO,PONTE MACERETO PRESA ACQUEDOTTO PONTE A ENNA,IT09S1078#MAS-922 POT-048 VTP-041,,TORRENTE RESCO,Entro i limiti,5,508,11,101,2,0.446,1285884.0237810581,5416557.726713495
2020,Toscana,CASTIGLION FIORENTINO,,IT09S2319#MAS-2007,,TORRENTE ESSE (2),Superiore ai limiti,4,407,52,101,6,2.731,1316949.0616873926,5348143.474937053
2020,Toscana,SCARPERIA E SAN PIERO,,IT09S1613#MAS-505,,TORRENTE LEVISONE,Superiore ai limiti,4,408,19,101,1,0.53,1262132.8440548833,5461275.231032744
2020,Toscana,BARBERINO TAVARNELLE,DIGA MIGLIORINI,IT09S1110#MAS-602 POT-084,,BARBERINO VE - DIGA MIGLIORINI,Entro i limiti,2,200,9,99,1,0.143,1244834.0578021237,5395862.224202084
2020,Toscana,PIANCASTAGNAIO,,IT09S2395#MAS-067A,,FIUME PAGLIA,Non quantificabile,2,204,6,101,0,0.079,1314557.492729872,5280580.420141604
2020,Toscana,CASTEL FOCOGNANO,PARCO FLUVIALE ARNO,IT09S1434#MAS-949,,TORRENTE SALUTIO,Non quantificabile,6,612,10,101,0,0.154,1316871.0351346622,5407729.042547211
2020,Toscana,BIENTINA,,IT09S1630#MAS-524,,RIO PONTICELLI-DELLE LAME A LUCCA,Non quantificabile,1,100,1,99,0,0.005,1187189.2970965072,5426512.819614849
2020,Toscana,CAMAIORE,CAPEZZANO PIANORE ,IT09S1433#MAS-539,,FIUME CAMAIORE-TORRENTE LUCESE_MO,Non quantificabile,4,400,4,99,0,0.027,1150355.4354923207,5453099.798456734
2020,Toscana,MONTOPOLI IN VAL D'ARNO,,IT09S1637#MAS-519,,TORRENTE CHIECINA,Non quantificabile,4,400,8,99,0,0.059,1196860.4594927651,5413321.974527145
2020,Toscana,CASTIGLION FIORENTINO,,IT09S2320#MAS-2008,,TORRENTE MUCCHIA,Superiore ai limiti,2,204,17,101,2,0.543,1323432.43949084,5353290.527439245
2020,Toscana,PIETRASANTA,,IT09S1191#MAS-029,,FIUME VERSILIA,Entro i limiti,4,400,9,99,1,0.188,1132830.5027123985,5462470.262451295
2020,Toscana,PONTREMOLI,,IT09S1126#POT-108,,TORRENTE VERDESINA-FOSSO DEL FARNETO,Superiore ai limiti,3,234,4,101,2,0.707,1097353.5455035937,5534665.358885656
2020,Umbria,Bevagna,Passo S. Angelo,IT10TOP5,TEVERE,Fiume Topino da Foligno a F. Timia-Teverone-Marroggia,Superiore ai limiti,11,1169,11,103,1,1.56,1402665.3777015924,5309117.962772695
2020,Umbria,Deruta,Ponte Nuovo,IT10TVR5,TEVERE,Fiume Tevere da F. Chiascio a L. Corbara,Superiore ai limiti,11,1157,21,101,2,2.09,1383609.6812338207,5313544.850357167
2020,Umbria,Bettona,Passaggio di Bettona,IT10TOP3,TEVERE,Fiume Topino da F. Timia-Teverone-Marroggia a F. Chiascio,Superiore ai limiti,11,1177,26,103,2,1.69,1392322.2573854134,5316012.873802274
2020,Umbria,Bevagna,Bevagna,IT10TVN1,TEVERE,Fiume Timia-Teverone-Marroggia da T. Tatarena a F. Clitunno,Superiore ai limiti,11,1179,38,103,2,1.91,1403779.4498139145,5301405.92736162
2020,Umbria,Foligno,Torre di Montefalco,IT10CLT3,TEVERE,Fiume Clitunno,Non quantificabile,11,1109,7,96,0,0.03,1408250.5497025254,5300394.770742083
2020,Umbria,Cannara,Cannara,IT10TIM1,TEVERE,Fiume Timia-Teverone-Marroggia da F. Clitunno a F. Topino,Superiore ai limiti,11,1179,31,103,2,3.21,1401521.644518208,5309722.107624116
2020,Umbria,Città di Castello,Città di Castello - S. Lucia,IT10TVR2,TEVERE,Fiume Tevere da T. Cerfone a T. Carpina,Superiore ai limiti,11,1166,19,102,2,0.63,1362192.6028873816,5377037.520162032
2020,Umbria,Perugia,Ponte Felcino,IT10TVR4,TEVERE,Fiume Tevere da T. Carpina a Perugia,Superiore ai limiti,11,1177,21,103,1,0.87,1386350.4323634084,5335707.321430281
2020,Umbria,Terni,Pentima,IT10NER5,TEVERE,Fiume Nera da F. Velino a limite idroecoregione,Non quantificabile,11,1174,8,103,0,0.08,1410371.1536102416,5245214.146167042
2020,Umbria,Orvieto,Le Prese,IT10PGL4,TEVERE,Fiume Paglia dal confine regionale a T. Romealla,Entro i limiti,4,407,5,97,1,0.15,1342185.5652494053,5277795.72003956
2020,Umbria,Castiglione del Lago,Ponte Beccati,IT10TRE1,ARNO,Torrente Tresa da deviazione a confine regionale,Superiore ai limiti,5,508,7,97,2,1.9,1332582.6710798482,5315985.694332588
2020,Umbria,Torgiano,Torgiano,IT10TVR6,TEVERE,Fiume Tevere da Perugia a F. Chiascio,Superiore ai limiti,11,1177,24,103,2,1.39,1382768.1363315335,5317222.868774978
2020,Umbria,Todi,Pontecuti,IT10TVR7,TEVERE,Fiume Tevere da F. Chiascio a L. Corbara,Superiore ai limiti,11,1179,24,103,2,1.31,1377471.272010211,5278601.006694156
2020,Marche,SASSOFERRATO,Perticano,R110121RF,Fiume Esino,Rio Freddo dell'Esino Tratto 1 C.I._A,Non quantificabile,3,78,0,26,0,,1422000.2206958756,5373502.470739327
2020,Marche,,,R110121TP,Fiume Esino,Fosso Triponzio Tratto 1 C.I._A,Non quantificabile,2,4,0,3,0,,1480528.0433762476,5404370.222279919
2020,Marche,NUMANA,"Numana, prima della confluenza con il F. Musone",R1101406AS,Fiume Musone,Torrente Aspio Tratto 1 C.I._A,Non quantificabile,6,146,1,27,0,0.046,1513333.478273229,5384648.085186547
2020,Marche,CASTELBELLINO,"Castelbellino, a valle soglia del ponte",R1101212ES,Fiume Esino,Fiume Esino Tratto 3 C.I._C,Non quantificabile,6,145,1,27,0,0.06,1459140.0143757975,5387388.180950977
2020,Marche,CORRIDONIA,incrocio Abbazia S. Claudio,R1101913CH,Fiume Chienti,Fiume Chienti Tratto 4 C.I._A,Non quantificabile,5,92,0,23,0,,1504379.4626125277,5353519.570571302
2020,Marche,CASTELRAIMONDO,torrente Palente,R1101614PO,Fiume Potenza,Torrente Palente Tratto 1 C.I._A,Non quantificabile,3,5,0,3,0,,1453651.4511192327,5341236.407856956
2020,Marche,RECANATI,torrente Monocchia,R1101615PO,Fiume Potenza,Torrente Monocchia Tratto 1 C.I._A,Non quantificabile,3,5,0,3,0,,1505399.4735233767,5367300.525473782
2020,Marche,,c.da Camporota,R1101616PO,Fiume Potenza,Fosso Menocchietta Tratto 1 C.I._A,Non quantificabile,4,100,1,26,0,0.014,1489188.1648385723,5362932.24996342
2020,Marche,MONSAMPOLO DEL TRONTO,ponte S.S. Bonifica,I0286TR,Fiume Tronto,Fiume Tronto Tratto 3 C.I._A,Entro i limiti,10,236,3,29,1,0.21,1538667.2076047754,5293626.458381695
2020,Marche,FABRIANO,"Case Tiberi, a valle delle Cartiere",R110127GI,Fiume Esino,Torrente Giano Tratto 2 C.I._B,Entro i limiti,10,218,3,27,1,0.21,1446261.7639196522,5364666.817653272
2020,Marche,GABICCE MARE,"A valle del depuratore , sotto il ponte sulla vecchia statale",I019T1TA,Torrente Tavollo,Fiume Tavollo Tratto 1 C.I._A,Non quantificabile,11,241,4,27,0,0.046,1419572.0524610237,5459208.300569083
2020,Marche,PESARO,"Dalla superstrada verso Borgo S. Maria, dal ponte",R1100210FO,Fiume Foglia,Fiume Foglia Tratto 4 C.I._A,Non quantificabile,9,208,0,27,0,,1425978.6534952112,5444835.616986919
2020,Marche,PESARO,Sotto il ponte della ferrovia,R1100211FO,Fiume Foglia,Fiume Foglia Tratto 4 C.I._B,Non quantificabile,8,171,1,25,0,0.06,1435809.6491292494,5451305.386397891
2020,Marche,SASSOCORVARO,Sassocorvaro-Caprazzino,R110023FO,Fiume Foglia,Fiume Foglia Tratto 2 C.I._A,Non quantificabile,4,4,0,1,0,,1387382.65466714,5429801.237713818
2020,Marche,,Miniera,R110024AFO,Fiume Foglia,Torrente Apsa Tratto 1 C.I._A,Non quantificabile,3,5,0,2,0,,1401221.8585095308,5431172.069974638
2020,Marche,SANT'ANGELO IN LIZZOLA,Montecchio,R110029FO,Fiume Foglia,Torrente Apsa di Urbino Tratto 1 C.I._A,Non quantificabile,4,6,0,3,0,,1420353.2817651797,5441531.33541459
2020,Marche,CAGLI,Sulla vecchia Flaminia sotto il ponte c/o lavanderia S.F.A.I.T.,R1100514ME,Fiume Metauro,Fiume Burano Tratto 2 C.I._B,Non quantificabile,4,6,0,3,0,,1411115.0753335604,5401099.942306733
2020,Marche,,,R110076CE,Fiume Cesano,Torrente Nevola Tratto 1 C.I._A,Non quantificabile,3,71,1,25,0,0.046,1438017.2398436146,5399487.132479556
2020,Marche,OSTRA,"Pianello d'Ostra, via del Pescatore",R110095MI,Fiume Misa,Fiume Misa Tratto 2 C.I._A,Non quantificabile,5,117,0,25,0,,1461472.6815428871,5407687.707680969
2020,Marche,SENIGALLIA,Vallone,R110096BMI,Fiume Misa,Fiume Misa Tratto 3 C.I._A,Non quantificabile,10,239,1,29,0,0.031,1467592.954722073,5416736.38621488
2020,Marche,,Marina di Montemarciano,R110111RU,Fosso Rubiano,Fosso Rubiano Tratto 1 C.I._A,Non quantificabile,4,96,0,25,0,,1485036.8174479606,5410740.9466950325
2020,Marche,FABRIANO,"A monte di fabriano, uscita Fabriano Ovest, ristorante La vecchia cartiera",R110124GI,Fiume Esino,Torrente Giano Tratto 2 C.I._A,Non quantificabile,1,3,0,3,0,,1431894.0805529465,5359873.287196418
2020,Marche,FABRIANO,"Albacina, a monte confluenza con T.Giano",R110125ES,Fiume Esino,Fiume Esino Tratto 2 C.I._A,Non quantificabile,5,122,0,27,0,,1446636.5277018908,5364587.652089749
2020,Marche,SERRA SAN QUIRICO,"Serra S. Quirico, Sorgenti Gorgovivo",R110129ES,Fiume Esino,Fiume Esino Tratto 3 C.I._B,Non quantificabile,6,143,0,25,0,,1449106.2710746625,5377612.680797054
2020,Marche,PORTO RECANATI,foce,R1101612PO,Fiume Potenza,Fiume Potenza Tratto 4 C.I._A,Non quantificabile,9,194,3,27,0,0.122,1521632.0263097333,5376511.536664988
2020,Marche,CASTELRAIMONDO,castello di lanciano,R110162PO,Fiume Potenza,Fiume Potenza Tratto 2 C.I._A,Non quantificabile,2,42,0,21,0,,1451969.5456754072,5341000.498864826
2020,Marche,SAN SEVERINO MARCHE, S.Severino pista ciclabile,R110165PO,Fiume Potenza,Fiume Potenza Tratto 3 C.I._A,Non quantificabile,4,83,0,21,0,,1470028.4206847555,5347751.740055947
2020,Marche,TOLENTINO,(ss 77 nei pressi del vivaio piante Tolentino,R1101910CH,Fiume Chienti,Fiume Chienti Tratto 3 C.I._B,Non quantificabile,5,110,0,26,0,,1477396.678774305,5342704.933087708
2020,Marche,,,R1101928CH,Fiume Chienti,Torrente Cremone Tratto 1 C.I._A,Non quantificabile,4,102,1,27,0,0.06,1517127.8277049954,5352887.5715971915
2020,Marche,,,R1101934CH,Fiume Chienti,Fiume Fiastrone Tratto 1 C.I._A,Non quantificabile,4,7,0,2,0,,1504350.2079334552,5293539.625671187
2020,Marche,BELFORTE DEL CHIENTI,Belforte fraz. Moricuccia,R110199CH,Fiume Chienti,Fiume Chienti Tratto 3 C.I._A,Non quantificabile,4,84,0,21,0,,1475487.3296406928,5338537.512381906
2020,Marche,AMANDOLA,S. P. Faleriense,R110212TN,Fiume Tenna,Fiume Tenna Tratto 2 C.I._A,Non quantificabile,3,80,0,35,0,,1491910.1146598344,5313587.7206208855
2020,Marche,MACERATA,"strada prov.le Sambucheto-Montelupone Km 0,700",R110169PO,Fiume Potenza,Fiume Potenza Tratto 4 C.I._A,Non quantificabile,10,210,1,27,0,0.031,1501367.285952865,5365885.955279628
2020,Marche,PESARO,S.Maria Dell'Arzilla,R110041AAR,Torrente Arzilla,Torrente Arzilla Tratto 1 C.I._A,Non quantificabile,4,84,1,21,0,0.07,1435201.026351139,5440702.458487806
2020,Marche,,,R1101201EN,Fiume Esino,Torrente Esinante Tratto 1 C.I._A,Non quantificabile,5,13,0,3,0,,1456630.9683712071,5380844.846521558
2020,Marche,FALCONARA MARITTIMA,Fiumesino foce,R1101216ES,Fiume Esino,Fiume Esino Tratto 5 C.I._A,Non quantificabile,10,226,2,29,0,0.08,1488306.1209698291,5409828.170476452
2020,Marche,,,R110121PR,Fiume Esino,Fosso dei Pratacci Tratto 1 C.I._A,Non quantificabile,3,83,0,29,0,,1485852.125699895,5397335.85536231
2020,Marche,FABRIANO,zona industriale Fabriano,R110123RB,Fiume Esino,Torrente Riobono Tratto 1 C.I._A,Non quantificabile,5,13,0,3,0,,1435253.3075908574,5365140.716986126
2020,Marche,OSIMO,Ponte S.S.361 Padiglione di Osimo,R1101410MU,Fiume Musone,Fiume Musone Tratto 2 C.I._A,Non quantificabile,6,131,1,24,0,0.023,1498183.3833162584,5383178.094652745
2020,Marche,CASTELFIDARDO,"Cerretano zona industriale, bivio Brandoni",R1101412MU,Fiume Musone,Fiume Musone Tratto 2 C.I._B,Non quantificabile,11,266,0,29,0,,1510513.7941334671,5378027.649233886
2020,Marche,NUMANA,"Numana, dopo confluenza con T. Aspio",R1101414MU,Fiume Musone,Fiume Musone Tratto 2 C.I._C,Non quantificabile,11,253,4,29,0,0.16,1518426.5176284856,5384341.416187169
2020,Marche,BELFORTE DEL CHIENTI,strada prov.le per Camporotondo Km 0.800,R1101920CH,Fiume Chienti,Fiume Fiastrone Tratto 2 C.I._B,Non quantificabile,10,216,2,27,0,0.09,1476557.523995825,5333520.43446338
2020,Marche,FANO,A valle del Frantoio,R1100520ME,Fiume Metauro,Fiume Metauro Tratto 4 C.I._B,Non quantificabile,10,233,2,27,0,0.215,1450129.7692228036,5433762.27894391
2020,Marche,MERCATELLO SUL METAURO,Km 36/IV strada a dx sotto il ponticello,R110054ME,Fiume Metauro,Fiume Metauro Tratto 2 C.I._A,Non quantificabile,1,25,0,25,0,,1376246.5537638338,5411481.735345023
2020,Marche,FOSSOMBRONE,"Uscita Fos. Est, stradina sulla sinistra verso il frantoio",R1100517ME,Fiume Metauro,Fiume Metauro Tratto 3 C.I._A,Entro i limiti,5,112,2,24,1,0.21,1430876.1307039643,5419130.893693499
2020,Marche,SENIGALLIA,"foce Senigallia, a monte della canalizzazione",R110097MI,Fiume Misa,Fiume Misa Tratto 3 C.I._A,Entro i limiti,10,223,5,29,1,0.21,1471113.2778242014,5420778.5906590475
2020,Marche,SERRAVALLE DI CHIENTI,Serravallefraz.Castello,R110193CH,Fiume Chienti,Fiume Chienti Tratto 1 C.I._A,Superiore ai limiti,1,26,1,26,1,1.35,1440606.0184406003,5321774.604962497
2020,Marche,MONDOLFO,"A valle del depuratore , sotto il ponte sulla statale",R110075CE,Fiume Cesano,Fiume Cesano Tratto 3 C.I._A,Non quantificabile,8,182,1,27,0,0.014,1466420.9459745958,5426803.916263823
2020,Marche,FABRIANO,Valleremita,R110121VA,Fiume Esino,Fosso di Valleremita Tratto 1 C.I._A,Non quantificabile,5,13,0,3,0,,1431585.0647478434,5358845.329073515
2020,Marche,PETRIOLO,a valle dei laghetti,R1101925CH,Fiume Chienti,Torrente Fiastra Tratto 1 C.I._A,Non quantificabile,3,4,0,2,0,,1494367.4717352265,5346240.910821515
2020,Marche,BELMONTE PICENO,bivio Belmonte Piceno,R110214TN,Fiume Tenna,Fiume Tenna Tratto 3 C.I._A,Non quantificabile,10,230,1,27,0,0.046,1507524.9504671234,5326837.781865203
2020,Lazio,Terracina,,F2.05,Badino,Fiume Ufente 2,Non quantificabile,6,558,6,92,0,0.114,1464690.9007667985,5065388.746571812
2020,Lazio,Minturno,,F2.81,Garigliano,Torrente Ausente 2,Non quantificabile,6,558,2,92,0,0.06,1534877.8457687388,5052129.701030781
2020,Lazio,Tolfa,,F4.21,Mignone,Fiume Mignone 2,Non quantificabile,5,464,2,92,0,0.02,1336964.4328360695,5183999.006662908
2020,Lazio,Ardea,,F4.25,Incastri,Fosso Incastri (Rio Grande) 2,Non quantificabile,5,465,5,92,0,0.03,1393706.447627072,5100107.976113402
2020,Lazio,Ardea,,F4.93,Tevere-Incastri,Rio Torto 2,Non quantificabile,5,465,5,92,0,0.06,1390960.5061898495,5103727.364932803
2020,Lazio,Monte Romano,,F5.81,Marta,Torrente Traponzo 2,Non quantificabile,6,558,0,92,0,,1325971.0437850023,5215318.566942793
2020,Lazio,Bomarzo,,F5.26,Tevere Medio Corso,Fiume Tevere 1,Non quantificabile,10,1150,5,115,0,0.04,1366739.4443122777,5237224.902623216
2020,Lazio,Marta,,F5.36,Marta,Fiume Marta 1,Non quantificabile,6,558,1,92,0,0.01,1326809.746796573,5238801.391190544
2020,Lazio,Anagni,,F1.74,Sacco,Torrente Alabro 1,Non quantificabile,6,558,4,92,0,0.05,1470214.1373277607,5113557.689817802
