Macrocomune,Sostanza,Conc_max
Messina,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
Messina,ACEFATE,0.0
Messina,ACETAMIPRID,0.0
Messina,ACLONIFEN,0.0
Messina,ALACLOR,0.0
Messina,ALDICARB,0.0
Messina,ALDICARBSULFONE,0.0
Messina,ALDICARBSULFOSSIDO,0.0
Messina,ALFACIPERMETRINA,0.0
Messina,AMETRINA,0.0
Messina,AMIDOSULFURON,0.0
Messina,AMITRAZ,0.0
Messina,AMPA,0.39
Messina,ASULAME,0.0
Messina,ATRAZINA,0.0
Messina,ATRAZINA DESETIL,0.0
Messina,ATRAZINA DESISOPROPIL,0.0
Messina,AZINFOS-ETILE,0.0
Messina,AZINFOS-METILE,0.0
Messina,AZOSSISTROBINA,0.0
Messina,BENALAXIL,0.0
Messina,BENFURACARB,0.0
Messina,BENOMIL,0.0
Messina,BENTAZONE,0.0
Messina,BIFENOX,0.0
Messina,BOSCALID,0.011
Messina,BROMACILE,0.0
Messina,BROMOPROPILATO,0.0
Messina,BROMOXINIL-FENOLO,0.0
Messina,BUPIRIMATE,0.0
Messina,BUPROFEZIN,0.0
Messina,CADUSAFOS,0.0
Messina,CAPTANO,0.0
Messina,CARBARIL,0.0
Messina,CARBENDAZIM,0.004
Messina,CARBOFURAN,0.0
Messina,CHINOSSIFEN,0.0
Messina,CIAZOFAMID,0.0
Messina,CIBUTRINA,0.0
Messina,CIMOXANIL,0.0
Messina,CIPERMETRINA,0.0
Messina,CIPERMETRINA beta,0.0
Messina,CIPERMETRINA theta,0.0
Messina,CIPERMETRINA zeta,0.0
Messina,CIPROCONAZOLO,0.0
Messina,CIPRODINIL,0.0
Messina,CIROMAZINA,0.0
Messina,"CIS-1,3-DICHLOROPROPENE",0.0
Messina,CLODINAFOP-PROPARGIL,0.0
Messina,CLOMAZONE,0.0
Messina,CLOPYRALID,0.0
Messina,CLORANTRANILIPROLO,0.0
Messina,CLORDANO-alfa,0.0
Messina,CLORFENVINFOS,0.0
Messina,CLORIDAZON,0.0
Messina,CLOROTALONIL,0.0
Messina,CLOROTOLURON,0.0
Messina,CLORPIRIFOS,0.0
Messina,CLORPIRIFOS-METILE,0.0
Messina,CLORSULFURON,0.0
Messina,CLOTHIANIDIN,0.0
Messina,CUMAFOS,0.0
Messina,"DDD, op",0.0
Messina,"DDE, op",0.0006
Messina,"DDT, pp",0.0
Messina,DEMETON-S-METILE-SOLFONE,0.0
Messina,DICLORAN,0.0
Messina,DICLORVOS,0.0
Messina,DICOFOL,0.0
Messina,DIFLUBENZURON,0.0
Messina,DIMETOATO,0.0
Messina,DIMETOMORF,0.0
Messina,DISULFOTON,0.0
Messina,DIURON,0.0
Messina,DODEMORF,0.0
Messina,"ENDOSULFAN, alfa",0.0
Messina,"ENDOSULFAN, beta",0.0
Messina,ENDOSULFAN-SOLFATO,0.0
Messina,EPTACLORO ENDO EPOSSIDO,0.0
Messina,EPTENOFOS,0.0
Messina,ESACLOROBENZENE,0.0
Messina,ESACLOROCICLOESANO alfa,0.0
Messina,ESACLOROCICLOESANO beta,0.0
Messina,ESACLOROCICLOESANO delta,0.0
Messina,ESACLOROCICLOESANO gamma,0.0
Messina,ESAFLUMURON,0.0
Messina,ETOFENPROX,0.0
Messina,ETOFUMESATE,0.0
Messina,ETOPROFOS,0.0
Messina,ETOXAZOLO,0.0
Messina,EXITIAZOX,0.0
Messina,FENAMIDONE,0.0
Messina,FENAMIFOS,0.0
Messina,FENARIMOL,0.0
Messina,FENAZAQUIN,0.0
Messina,FENBUCONAZOLO,0.0
Messina,FENHEXAMID,0.0
Messina,FENITROTION,0.0
Messina,FENPIROXIMATE,0.0
Messina,FENPROPIMORF,0.0
Messina,FENTION,0.0
Messina,FLONICAMID,0.0
Messina,FLORASULAM,0.0
Messina,FLUAZIFOP-P-BUTILE,0.0
Messina,FLUDIOXONIL,0.0
Messina,FLUFENOXURON,0.0
Messina,FLUROXIPIR,0.0
Messina,FOLPET,0.0
Messina,FOSMET,0.0
Messina,FOSTIAZATE,0.0
Messina,FURALAXIL,0.0
Messina,GLIFOSATE,0.01
Messina,GLUFOSINATE-AMMONIO,0.0
Messina,IMAZALIL,0.0
Messina,IMAZAMOX,0.0
Messina,IMAZAPIR,0.0
Messina,IMIDACLOPRID,0.008
Messina,INDOXACARB,0.0
Messina,IODOSULFURON-METILE-SODIO,0.0
Messina,IOXINIL,0.0
Messina,IPROVALICARB,0.0
Messina,ISOPROTURON,0.0
Messina,ISOXABEN,0.0
Messina,KRESOXIM-METILE,0.0
Messina,LENACIL,0.0
Messina,LINURON,0.0
Messina,LUFENURON,0.0
Messina,MALATION,0.0
Messina,MCPA,0.0
Messina,MECOPROP,0.0
Messina,MEPANIPYRIM,0.0
Messina,MESOSULFURON-METILE,0.0
Messina,METABENZTIAZURON,0.0
Messina,METALAXIL,0.0
Messina,METAMIDOFOS,0.0
Messina,METAMITRON,0.0
Messina,METAZACLOR,0.0
Messina,METIDATION,0.0
Messina,METIOCARB,0.0
Messina,METOLACLOR,0.0
Messina,METOMIL,0.0
Messina,METOSSIFENOZIDE,0.0
Messina,METOXURON,0.0
Messina,METRAFENONE,0.0
Messina,METRIBUZIN,0.0
Messina,METSULFURON-METILE,0.0
Messina,MEVINPHOS,0.0
Messina,MICLOBUTANIL,0.011
Messina,MONOCROTOFOS,0.0
Messina,MONOLINURON,0.0
Messina,NAPROPAMIDE,0.0
Messina,NICOSULFURON,0.0
Messina,OMETOATO,0.0
Messina,OSSIDEMETON-METILE,0.0
Messina,OXADIXIL,0.0
Messina,OXAMIL,0.0
Messina,OXIFLUORFEN,0.0
Messina,PARATION-ETILE,0.0
Messina,PARATION-METILE,0.0
Messina,PENCICURON,0.0
Messina,PENCONAZOLO,0.008
Messina,PENDIMETALIN,0.0
Messina,PICLORAM,0.0
Messina,PICOXISTROBIN,0.0
Messina,PIMETROZINA,0.0
Messina,PINOXADEN,0.0
Messina,PIRACLOSTROBIN,0.0
Messina,PIRAZOFOS,0.0
Messina,PIRIMETANIL,0.0
Messina,PIRIMICARB,0.0
Messina,PIRIMIFOS-METILE,0.0
Messina,PROCIMIDONE,0.0
Messina,PROCLORAZ,0.0
Messina,PROMETRINA,0.0
Messina,PROPAMOCARB,0.0
Messina,PROPANIL,0.0
Messina,PROPARGITE,0.0
Messina,PROPICONAZOLO,0.0
Messina,PROPIZAMIDE,0.0
Messina,PROPOXUR,0.0
Messina,PROPOXYCARBAZONE SODIO,0.0
Messina,PYRIPROXYFEN,0.0
Messina,QUIZALOFOP-ETILE-D-ISOMERO,0.0
Messina,RIMSULFURON,0.0
Messina,ROTENONE,0.0
Messina,SIMAZINA,0.0
Messina,SPIRODICLOFEN,0.0
Messina,SPIROTETRAMMATO,0.0
Messina,SPIROXAMINA,0.0
Messina,TEBUCONAZOLO,0.001
Messina,TEBUFENPIRAD,0.0
Messina,TEFLUBENZURON,0.0
Messina,TEFLUTRIN,0.0
Messina,TERBUTRINA,0.0
Messina,TETRACONAZOLO,0.0
Messina,TETRADIFON,0.0
Messina,THIENCARBAZONE METILE,0.0
Messina,TIABENDAZOLO,0.0
Messina,TIACLOPRID,0.0
Messina,TIAMETOXAM,0.0
Messina,TIFENSULFURON-METILE,0.0
Messina,TIODICARB,0.0
Messina,TIOPHANATE-METHYL,0.0
Messina,TOLCLOFOS-METILE,0.0
Messina,TOLILFLUANIDE,0.0
Messina,TRANS-CHLORDANE,0.0
Messina,TRIADIMEFON,0.0
Messina,TRIADIMENOL,0.0
Messina,TRIASULFURON,0.0
Messina,TRIAZAMATE,0.0
Messina,TRIAZOFOS,0.0
Messina,TRIBENURON-METILE,0.0
Messina,TRICLOPIR,0.0
Messina,TRICLORFON,0.0
Messina,TRIFLOXISTROBIN,0.0
Messina,TRIFLUMURON,0.0
Messina,TRIFLURALIN,0.0
Messina,ZOXAMIDE,0.0
Milano,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Milano,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
Milano,"2,4-DICOFOL",0.0
Milano,"2,6-DICLOROBENZAMMIDE",0.0
Milano,ACETAMIPRID,0.0
Milano,ACETOCLOR,0.0
Milano,ACLONIFEN,0.0
Milano,ALACLOR,0.0
Milano,AMETOCTRADIN,0.0
Milano,AMETRINA,0.214
Milano,AMPA,5.95
Milano,ANTIPARASSITARI CICLODIENE,0.0
Milano,ATRAZINA,0.0
Milano,ATRAZINA DESETIL,0.0
Milano,ATRAZINA DESISOPROPIL,0.0
Milano,AZIMSULFURON,0.0
Milano,AZOSSISTROBINA,0.0
Milano,BENSULFURON-METILE,0.0
Milano,BENTAZONE,0.0
Milano,BOSCALID,0.0
Milano,BROMACILE,0.0
Milano,CHINOSSIFEN,0.0
Milano,CIANAZINA,0.0
Milano,CIBUTRINA,0.0
Milano,CICLOXIDIM,0.0
Milano,CLOMAZONE,0.0
Milano,CLORDANO,0.0
Milano,CLORDANO-alfa,0.0
Milano,CLORFENVINFOS,0.0
Milano,CLORIDAZON,0.0
Milano,CLORPIRIFOS,0.0
Milano,CLORPIRIFOS-METILE,0.0
Milano,CLOTHIANIDIN,0.0
Milano,"DDD, op",0.0
Milano,"DDE, op",0.0
Milano,DDT totale,0.0
Milano,"DDT, pp",0.0
Milano,DICLORVOS,0.0
Milano,DICOFOL,0.0
Milano,DIMETOATO,0.0
Milano,DIMETOMORF,0.0
Milano,DIURON,0.0
Milano,ENDOSULFAN,0.0
Milano,"ENDOSULFAN, alfa",0.0
Milano,"ENDOSULFAN, beta",0.0
Milano,ENDOSULFAN-SOLFATO,0.0
Milano,EPTACLORO ENDO EPOSSIDO,0.0
Milano,ESACLOROCICLOESANO,0.0
Milano,ESACLOROCICLOESANO alfa,0.0
Milano,ESACLOROCICLOESANO beta,0.0
Milano,ESACLOROCICLOESANO delta,0.0
Milano,ESACLOROCICLOESANO gamma,0.0
Milano,ESAZINONE,0.0
Milano,Eptacloro ed eptacloro epossido,0.0
Milano,FENITROTION,0.0
Milano,FENTION,0.0
Milano,FLUFENACET,0.022
Milano,FLUOPICOLIDE,0.0
Milano,FLUROXIPIR-MEPTIL,0.0
Milano,GLIFOSATE,1.2
Milano,IMIDACLOPRID,0.0
Milano,ISOPROTURON,0.0
Milano,ISOXAFLUTOLE,0.0
Milano,LINURON,0.0
Milano,MALATION,0.0
Milano,MCPA,0.0
Milano,MECOPROP,0.0
Milano,MESOTRIONE,0.0
Milano,METALAXIL,0.0
Milano,METAMIDOFOS,0.0
Milano,METAMITRON,0.0
Milano,METIOCARB,0.0
Milano,METOLACLOR,0.024
Milano,METRIBUZIN,0.0
Milano,MEVINPHOS,0.0
Milano,MOLINATE,0.0
Milano,NICOSULFURON,0.0
Milano,OMETOATO,0.0
Milano,OSSIDEMETON-METILE,0.0
Milano,OXADIAZON,0.0
Milano,OXADIXIL,0.0
Milano,PARATION-ETILE,0.0
Milano,PARATION-METILE,0.0
Milano,PENCONAZOLO,0.0
Milano,PENDIMETALIN,0.0
Milano,PIRIMETANIL,0.0
Milano,PIRIMICARB,0.0
Milano,PRETILACLOR,0.0
Milano,PROCLORAZ,0.0
Milano,PROMETRINA,0.0
Milano,PROPANIL,0.0
Milano,PROPAZINA,0.0
Milano,PROTOATO,0.0
Milano,QUINCLORAC,0.0
Milano,RIMSULFURON,0.0
Milano,SEBUTILAZINA,0.0
Milano,SIMAZINA,0.0
Milano,SPIROXAMINA,0.0
Milano,SULCOTRIONE,0.0
Milano,TEBUCONAZOLO,0.0
Milano,TERBUTILAZINA (incluso metabolita),0.095
Milano,TERBUTRINA,0.017
Milano,TIACLOPRID,0.0
Milano,TIAMETOXAM,0.0
Milano,TIOBENCARB,0.0
Milano,TIOPHANATE-METHYL,0.0
Milano,TRANS-CHLORDANE,0.0
Milano,TRIALLATE,0.0
Milano,TRIFLURALIN,0.0
Monza e della Brianza,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Monza e della Brianza,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
Monza e della Brianza,"2,4-DICOFOL",0.0
Monza e della Brianza,"2,6-DICLOROBENZAMMIDE",0.0
Monza e della Brianza,ACETAMIPRID,0.0
Monza e della Brianza,ACETOCLOR,0.0
Monza e della Brianza,ACLONIFEN,0.0
Monza e della Brianza,ALACLOR,0.0
Monza e della Brianza,AMETOCTRADIN,0.0
Monza e della Brianza,AMETRINA,0.0
Monza e della Brianza,AMPA,6.45
Monza e della Brianza,ATRAZINA,0.0
Monza e della Brianza,ATRAZINA DESETIL,0.0
Monza e della Brianza,ATRAZINA DESISOPROPIL,0.0
Monza e della Brianza,AZIMSULFURON,0.0
Monza e della Brianza,AZOSSISTROBINA,0.0
Monza e della Brianza,BENSULFURON-METILE,0.0
Monza e della Brianza,BENTAZONE,0.05
Monza e della Brianza,BOSCALID,0.05
Monza e della Brianza,BROMACILE,0.0
Monza e della Brianza,CHINOSSIFEN,0.0
Monza e della Brianza,CIANAZINA,0.0
Monza e della Brianza,CIBUTRINA,0.0
Monza e della Brianza,CICLOXIDIM,0.0
Monza e della Brianza,CLOMAZONE,0.0
Monza e della Brianza,CLORDANO,0.0
Monza e della Brianza,CLORDANO-alfa,0.0
Monza e della Brianza,CLORFENVINFOS,0.0
Monza e della Brianza,CLORIDAZON,0.0
Monza e della Brianza,CLORPIRIFOS,0.0
Monza e della Brianza,CLORPIRIFOS-METILE,0.0
Monza e della Brianza,CLOTHIANIDIN,0.0
Monza e della Brianza,"DDD, op",0.0
Monza e della Brianza,"DDE, op",0.0
Monza e della Brianza,"DDT, pp",0.0
Monza e della Brianza,DICLORVOS,0.0
Monza e della Brianza,DICOFOL,0.0
Monza e della Brianza,DIMETOATO,0.0
Monza e della Brianza,DIMETOMORF,0.0
Monza e della Brianza,DIURON,0.0
Monza e della Brianza,ENDOSULFAN,0.0
Monza e della Brianza,"ENDOSULFAN, alfa",0.0
Monza e della Brianza,"ENDOSULFAN, beta",0.0
Monza e della Brianza,ENDOSULFAN-SOLFATO,0.0
Monza e della Brianza,EPTACLORO ENDO EPOSSIDO,0.0
Monza e della Brianza,ESACLOROCICLOESANO,0.0
Monza e della Brianza,ESACLOROCICLOESANO alfa,0.0
Monza e della Brianza,ESACLOROCICLOESANO beta,0.0
Monza e della Brianza,ESACLOROCICLOESANO delta,0.0
Monza e della Brianza,ESACLOROCICLOESANO gamma,0.0
Monza e della Brianza,ESAZINONE,0.0
Monza e della Brianza,FENITROTION,0.0
Monza e della Brianza,FENTION,0.0
Monza e della Brianza,FLUFENACET,0.022
Monza e della Brianza,FLUOPICOLIDE,0.0
Monza e della Brianza,FLUROXIPIR-MEPTIL,0.0
Monza e della Brianza,GLIFOSATE,1.0
Monza e della Brianza,IMIDACLOPRID,0.06
Monza e della Brianza,ISOPROTURON,0.0
Monza e della Brianza,ISOXAFLUTOLE,0.0
Monza e della Brianza,LINURON,0.0
Monza e della Brianza,MALATION,0.0
Monza e della Brianza,MCPA,0.0
Monza e della Brianza,MECOPROP,0.06
Monza e della Brianza,MESOTRIONE,0.0
Monza e della Brianza,METALAXIL,0.0
Monza e della Brianza,METAMIDOFOS,0.0
Monza e della Brianza,METAMITRON,0.0
Monza e della Brianza,METIOCARB,0.0
Monza e della Brianza,METOLACLOR,0.022
Monza e della Brianza,METRIBUZIN,0.0
Monza e della Brianza,MEVINPHOS,0.0
Monza e della Brianza,MOLINATE,0.0
Monza e della Brianza,NICOSULFURON,0.0
Monza e della Brianza,OMETOATO,0.0
Monza e della Brianza,OSSIDEMETON-METILE,0.0
Monza e della Brianza,OXADIAZON,0.0
Monza e della Brianza,OXADIXIL,0.0
Monza e della Brianza,PARATION-ETILE,0.0
Monza e della Brianza,PARATION-METILE,0.0
Monza e della Brianza,PENCONAZOLO,0.0
Monza e della Brianza,PENDIMETALIN,0.0139999999999999
Monza e della Brianza,PIRIMETANIL,0.0
Monza e della Brianza,PIRIMICARB,0.0
Monza e della Brianza,PRETILACLOR,0.0
Monza e della Brianza,PROCLORAZ,0.0
Monza e della Brianza,PROMETRINA,0.0
Monza e della Brianza,PROPANIL,0.0
Monza e della Brianza,PROPAZINA,0.0
Monza e della Brianza,PROTOATO,0.0
Monza e della Brianza,QUINCLORAC,0.0
Monza e della Brianza,RIMSULFURON,0.0
Monza e della Brianza,SEBUTILAZINA,0.0
Monza e della Brianza,SIMAZINA,0.017
Monza e della Brianza,SPIROXAMINA,0.0
Monza e della Brianza,SULCOTRIONE,0.0
Monza e della Brianza,TEBUCONAZOLO,0.0
Monza e della Brianza,TERBUTRINA,0.02
Monza e della Brianza,TIACLOPRID,0.0
Monza e della Brianza,TIAMETOXAM,0.0
Monza e della Brianza,TIOBENCARB,0.0
Monza e della Brianza,TIOPHANATE-METHYL,0.0
Monza e della Brianza,TRANS-CHLORDANE,0.0
Monza e della Brianza,TRIALLATE,0.0
Monza e della Brianza,TRIFLURALIN,0.0
Padova,"1,2-DICLOROETANO",0.0
Padova,"1,4 DICLOROBENZENE",0.0
Padova,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Padova,"2,4-DICLOROFENOSSIACETICO ACIDO",0.02
Padova,? METALAXIL e METALAXIL-M,0.02
Padova,ACETOCLOR,0.0
Padova,ACLONIFEN,0.08
Padova,ALACLOR,0.0
Padova,AMPA,0.34
Padova,ATRAZINA,0.01
Padova,ATRAZINA DESETIL,0.03
Padova,ATRAZINA DESISOPROPIL,0.01
Padova,AZINFOS-METILE,0.0
Padova,AZOSSISTROBINA,0.02
Padova,BENTAZONE,0.04
Padova,BOSCALID,0.0
Padova,CHINOSSIFEN,0.0
Padova,CIBUTRINA,0.0
Padova,CIPERMETRINA,0.0
Padova,CIPRODINIL,0.0
Padova,CLOMAZONE,0.37
Padova,CLORFENVINFOS,0.0
Padova,CLORIDAZON,0.0
Padova,CLORPIRIFOS,0.0
Padova,CLORPIRIFOS-METILE,0.0
Padova,"DDT, pp",0.0
Padova,DICAMBA,0.0
Padova,DICLORVOS,0.0
Padova,DIFENOCONAZOLO,0.0
Padova,DIMETENAMIDE,0.0
Padova,DIMETOATO,0.0
Padova,DIMETOMORF,0.04
Padova,DIURON,0.01
Padova,ENDOSULFAN,0.0
Padova,ESACLOROBENZENE,0.0
Padova,ESACLOROCICLOESANO,0.0
Padova,ETOFUMESATE,0.0
Padova,FENHEXAMID,0.0
Padova,FLUDIOXONIL,0.0
Padova,FLUFENACET,0.18
Padova,FLUOPICOLIDE,0.14
Padova,GLIFOSATE,0.04
Padova,GLUFOSINATE-AMMONIO,0.0
Padova,IMIDACLOPRID,0.0
Padova,IPROVALICARB,0.0
Padova,ISOPROTURON,0.0
Padova,LENACIL,0.0
Padova,LINURON,0.0
Padova,MCPA,0.03
Padova,MECOPROP,0.0
Padova,METAMITRON,0.05
Padova,METAZACLOR,0.0
Padova,METOLACLOR,1.38
Padova,METOLACLOR-ESA,0.8
Padova,METOSSIFENOZIDE,0.0
Padova,METRIBUZIN,0.57
Padova,MOLINATE,0.0
Padova,NAFTALENE,0.0
Padova,NICOSULFURON,1.27
Padova,OXADIAZON,0.0
Padova,PENCONAZOLO,0.0
Padova,PENDIMETALIN,0.0
Padova,PENTACLOROBENZENE,0.0
Padova,PIRIMETANIL,0.0
Padova,PROPAMOCARB,0.11
Padova,PROPANIL,0.0
Padova,PROPICONAZOLO,0.0
Padova,PROPIZAMIDE,0.02
Padova,QUIZALOFOP-ETILE,0.0
Padova,RIMSULFURON,0.0
Padova,SIMAZINA,0.0
Padova,SPIROXAMINA,0.0
Padova,TEBUCONAZOLO,0.02
Padova,TEBUFENOZIDE,0.0
Padova,TERBUTRINA,0.02
Padova,TETRACONAZOLO,0.05
Padova,TIOPHANATE-METHYL,0.0
Padova,TRIFLURALIN,0.0
Palermo,1-ACIDO NAFTILACETICO,0.0
Palermo,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Palermo,"2,4-DICLOROFENOSSIACETICO ACIDO",0.1119999999999999
Palermo,ACEFATE,0.0
Palermo,ACETAMIPRID,0.004
Palermo,ACIBENZOLAR S METILE,0.0
Palermo,ACLONIFEN,0.0
Palermo,ACRINATRINA,0.0
Palermo,ALACLOR,0.0
Palermo,ALDICARB,0.0
Palermo,ALDICARBSULFONE,0.0
Palermo,ALDICARBSULFOSSIDO,0.0
Palermo,ALFACIPERMETRINA,0.0
Palermo,AMETRINA,0.0
Palermo,AMIDOSULFURON,0.0
Palermo,AMITRAZ,0.0
Palermo,AMPA,2.98
Palermo,ASULAME,0.0
Palermo,ATRAZINA,0.0
Palermo,ATRAZINA DESETIL,0.018
Palermo,ATRAZINA DESISOPROPIL,0.0
Palermo,AZINFOS-ETILE,0.0
Palermo,AZINFOS-METILE,0.0
Palermo,AZOSSISTROBINA,0.005
Palermo,BENALAXIL,0.005
Palermo,BENFURACARB,0.0
Palermo,BENOMIL,0.0
Palermo,BENTAZONE,0.017
Palermo,BIFENOX,0.0
Palermo,BITERTANOLO,0.0
Palermo,BOSCALID,0.018
Palermo,BROMACILE,0.0
Palermo,BROMOPROPILATO,0.0
Palermo,BROMOXINIL-FENOLO,0.0
Palermo,BUPIRIMATE,0.003
Palermo,BUPROFEZIN,0.0
Palermo,CADUSAFOS,0.0
Palermo,CAPTANO,0.0
Palermo,CARBARIL,0.0
Palermo,CARBENDAZIM,0.05
Palermo,CARBOFURAN,0.0
Palermo,CHINOSSIFEN,0.0
Palermo,CIAZOFAMID,0.0
Palermo,CIBUTRINA,0.0
Palermo,CIMOXANIL,0.0
Palermo,CIPERMETRINA,0.0
Palermo,CIPERMETRINA beta,0.0
Palermo,CIPERMETRINA theta,0.0
Palermo,CIPERMETRINA zeta,0.0
Palermo,CIPROCONAZOLO,0.0
Palermo,CIPRODINIL,0.0
Palermo,CIROMAZINA,0.0
Palermo,"CIS-1,3-DICHLOROPROPENE",0.0
Palermo,CLODINAFOP-PROPARGIL,0.0
Palermo,CLOMAZONE,0.0
Palermo,CLOPYRALID,0.0
Palermo,CLORANTRANILIPROLO,0.0069999999999999
Palermo,CLORDANO-alfa,0.0
Palermo,CLORFENVINFOS,0.0
Palermo,CLORIDAZON,0.0
Palermo,CLOROTALONIL,0.0
Palermo,CLOROTOLURON,0.0
Palermo,CLORPIRIFOS,0.0
Palermo,CLORPIRIFOS-METILE,0.0
Palermo,CLORSULFURON,0.0
Palermo,CLOTHIANIDIN,0.0
Palermo,CUMAFOS,0.0
Palermo,"DDD, op",0.0006
Palermo,"DDE, op",0.001
Palermo,"DDT, pp",0.0
Palermo,DEMETON-S-METILE-SOLFONE,0.0
Palermo,DIAZINON,0.0
Palermo,DICLORAN,0.0
Palermo,DICLORVOS,0.00018
Palermo,DICOFOL,0.0
Palermo,DIFENAMIDE,0.0
Palermo,DIFLUBENZURON,0.0
Palermo,DIMETOATO,0.148
Palermo,DIMETOMORF,0.0
Palermo,DISULFOTON,0.0
Palermo,DIURON,0.054
Palermo,DODEMORF,0.0
Palermo,DODINA,0.0
Palermo,"ENDOSULFAN, alfa",0.0
Palermo,"ENDOSULFAN, beta",0.0
Palermo,ENDOSULFAN-SOLFATO,0.0
Palermo,EPTACLORO,0.0
Palermo,EPTACLORO ENDO EPOSSIDO,0.0
Palermo,EPTENOFOS,0.0
Palermo,ESACLOROBENZENE,0.0009
Palermo,ESACLOROCICLOESANO alfa,0.0
Palermo,ESACLOROCICLOESANO beta,0.0
Palermo,ESACLOROCICLOESANO delta,0.0
Palermo,ESACLOROCICLOESANO gamma,0.0
Palermo,ESAFLUMURON,0.0
Palermo,ETOFENPROX,0.0
Palermo,ETOFUMESATE,0.08
Palermo,ETOPROFOS,0.0
Palermo,ETOXAZOLO,0.0
Palermo,EXITIAZOX,0.0
Palermo,FAMOXADONE,0.0
Palermo,FENAMIDONE,0.0
Palermo,FENAMIFOS,0.0
Palermo,FENARIMOL,0.0
Palermo,FENAZAQUIN,0.0
Palermo,FENBUCONAZOLO,0.0
Palermo,FENHEXAMID,0.005
Palermo,FENITROTION,0.0
Palermo,FENPIROXIMATE,0.0
Palermo,FENPROPIMORF,0.0
Palermo,FENTION,0.0
Palermo,FIPRONIL,0.0
Palermo,FLONICAMID,0.015
Palermo,FLORASULAM,0.0
Palermo,FLUAZIFOP-P-BUTILE,0.0
Palermo,FLUDIOXONIL,0.0
Palermo,FLUFENOXURON,0.0
Palermo,FLUROXIPIR,0.0
Palermo,FOLPET,0.0
Palermo,FORATE,0.0
Palermo,FORCHLORFENURON,0.0
Palermo,FOSMET,0.0
Palermo,FOSTIAZATE,0.0
Palermo,FURALAXIL,0.0
Palermo,GLIFOSATE,7.8
Palermo,GLUFOSINATE-AMMONIO,0.0
Palermo,IMAZALIL,0.0
Palermo,IMAZAMOX,0.0
Palermo,IMAZAPIR,0.0
Palermo,IMIDACLOPRID,0.287
Palermo,INDOXACARB,0.0
Palermo,IODOSULFURON-METILE-SODIO,0.0
Palermo,IOXINIL,0.0
Palermo,IPRODIONE,0.0
Palermo,IPROVALICARB,0.0
Palermo,ISOPROTURON,0.0069999999999999
Palermo,ISOXABEN,0.0
Palermo,KRESOXIM-METILE,0.0
Palermo,LENACIL,0.0
Palermo,LINURON,0.0
Palermo,LUFENURON,0.0
Palermo,MALATION,0.0
Palermo,MCPA,0.07
Palermo,MECOPROP,0.04
Palermo,MEPANIPYRIM,0.0
Palermo,MESOSULFURON-METILE,0.0069999999999999
Palermo,METABENZTIAZURON,0.0
Palermo,METAFLUMIZONE,0.0
Palermo,METALAXIL,0.057
Palermo,METAMIDOFOS,0.0
Palermo,METAMITRON,0.083
Palermo,METAZACLOR,0.0
Palermo,METIDATION,0.0
Palermo,METIOCARB,0.0
Palermo,METOLACLOR,0.0
Palermo,METOMIL,0.0
Palermo,METOSSIFENOZIDE,0.021
Palermo,METOXURON,0.0
Palermo,METRAFENONE,0.0
Palermo,METRIBUZIN,0.0
Palermo,METSULFURON-METILE,0.005
Palermo,MEVINPHOS,0.0
Palermo,MICLOBUTANIL,0.03
Palermo,MOLINATE,0.0
Palermo,MONOCROTOFOS,0.0
Palermo,MONOLINURON,0.0
Palermo,NAPROPAMIDE,0.0
Palermo,NICOSULFURON,0.0
Palermo,OMETOATO,0.0
Palermo,OSSIDEMETON-METILE,0.0
Palermo,OXADIXIL,0.0
Palermo,OXAMIL,0.0
Palermo,OXIFLUORFEN,0.0
Palermo,PARATION-ETILE,0.0
Palermo,PARATION-METILE,0.0
Palermo,PENCICURON,0.0
Palermo,PENCONAZOLO,0.018
Palermo,PENDIMETALIN,0.0
Palermo,PENTACLOROBENZENE,0.0
Palermo,PICLORAM,0.017
Palermo,PICOXISTROBIN,0.0
Palermo,PIMETROZINA,0.0
Palermo,PINOXADEN,0.0
Palermo,PIRACLOSTROBIN,0.0
Palermo,PIRAZOFOS,0.0
Palermo,PIRIMETANIL,0.0
Palermo,PIRIMICARB,0.006
Palermo,PIRIMIFOS-METILE,0.0
Palermo,PROCIMIDONE,0.0
Palermo,PROCLORAZ,0.0
Palermo,PROMETRINA,0.001
Palermo,PROPAMOCARB,0.002
Palermo,PROPANIL,0.0
Palermo,PROPARGITE,0.0
Palermo,PROPICONAZOLO,0.0069999999999999
Palermo,PROPIZAMIDE,0.0
Palermo,PROPOXUR,0.0
Palermo,PROPOXYCARBAZONE SODIO,0.0
Palermo,PYRIPROXYFEN,0.0
Palermo,QUIZALOFOP-ETILE-D-ISOMERO,0.0
Palermo,RIMSULFURON,0.0
Palermo,ROTENONE,0.0
Palermo,SIMAZINA,0.0
Palermo,SPIRODICLOFEN,0.0
Palermo,SPIROTETRAMMATO,0.0
Palermo,SPIROXAMINA,0.0
Palermo,SULCOTRIONE,0.0
Palermo,TEBUCONAZOLO,0.019
