Comune,Codice stazione,Sostanza,Conc_max
foggia,CA_CL02,CICLOXIDIM,0.025
foggia,CA_CL02,OXIFLUORFEN,0.03
foggia,CA_CL02,BENTAZONE,0.037
foggia,CA_CL02,GLIFOSATE,4.03
foggia,CA_CL02,LENACIL,0.038
sant'agata di puglia,CA_CR01,AMPA,1.25
sant'agata di puglia,CA_CR01,MCPA,0.04
sant'agata di puglia,CA_CR01,GLIFOSATE,0.089
ascoli satriano,CA_CR02,AMPA,0.41
ascoli satriano,CA_CR02,CARBENDAZIM,0.015
ascoli satriano,CA_CR02,GLIFOSATE,0.075
ascoli satriano,CA_CR02,MCPA,0.04
cerignola,CA_CR03,ESACLOROCICLOESANO alfa,0.0072
cerignola,CA_CR03,CARBENDAZIM,0.079
cerignola,CA_CR03,ESACLOROCICLOESANO beta,0.004
cerignola,CA_CR03,AMPA,6.77
cerignola,CA_CR03,METOSSIFENOZIDE,0.044
cerignola,CA_CR03,GLIFOSATE,0.26
cerignola,CA_CR03,TIAMETOXAM,0.0079
cerignola,CA_CR03,METALAXIL,0.07
cerignola,CA_CR03,TEBUCONAZOLO,0.12
cerignola,CA_CR03,ESACLOROCICLOESANO gamma,0.0011
cerignola,CA_CR03,IMIDACLOPRID,0.052
zapponeta,CA_CR04,AMPA,0.7
zapponeta,CA_CR04,ESACLOROCICLOESANO beta,0.0009
zapponeta,CA_CR04,ESACLOROCICLOESANO alfa,0.0006
zapponeta,CA_CR04,CLOROTOLURON,0.22
zapponeta,CA_CR04,GLIFOSATE,1.07
casalnuovo monterotaro,CA_FF01,AMPA,0.14
casalnuovo monterotaro,CA_FF01,MCPA,0.03
lesina,CA_FF02,AMPA,0.31
lesina,CA_FF02,TEBUCONAZOLO,0.06
lesina,CA_FF02,METRIBUZIN,0.03
lesina,CA_FF02,METALAXIL,0.04
lesina,CA_FF02,GLIFOSATE,0.078
lesina,CA_FF02,CARBENDAZIM,0.015
lesina,CA_FF02,DIMETOMORF,0.0423
palagiano,CA_FL01,DIMETOMORF,0.29
palagiano,CA_FL01,PENCONAZOLO,0.04
cerignola,CA_FO01,AMPA,5.92
cerignola,CA_FO01,BOSCALID,0.06
cerignola,CA_FO01,DIMETOMORF,0.09
cerignola,CA_FO01,GLIFOSATE,0.34
cerignola,CA_FO01,CARBENDAZIM,0.03
cerignola,CA_FO01,AZOSSISTROBINA,0.12
cerignola,CA_FO01,METIOCARB,0.34
cerignola,CA_FO01,TEBUCONAZOLO,0.06
cerignola,CA_FO01,CLORPIRIFOS,0.0092
cerignola,CA_FO01,METALAXIL,0.03
cerignola,CA_FO01,TERBUTRINA,0.0052
trinitapoli,CA_FO02,CARBENDAZIM,0.14
trinitapoli,CA_FO02,AZOSSISTROBINA,0.15
trinitapoli,CA_FO02,BOSCALID,0.08
trinitapoli,CA_FO02,DIMETOMORF,0.18
trinitapoli,CA_FO02,TEBUCONAZOLO,0.12
trinitapoli,CA_FO02,METOSSIFENOZIDE,0.0559999999999999
trinitapoli,CA_FO02,AMPA,6.73
trinitapoli,CA_FO02,CLORANTRANILIPROLO,0.085
trinitapoli,CA_FO02,GLIFOSATE,0.94
trinitapoli,CA_FO02,METALAXIL,0.08
trinitapoli,CA_FO02,IMIDACLOPRID,0.034
trinitapoli,CA_FO02,CLORPIRIFOS,0.0139999999999999
trinitapoli,CA_FO02,OXADIAZON,0.03
trinitapoli,CA_FO02,METOLACLOR,0.11
trinitapoli,CA_FO02,PENCONAZOLO,0.04
trinitapoli,CA_FO02,DODINA,0.039
barletta,CA_FO03,BOSCALID,0.12
barletta,CA_FO03,AZOSSISTROBINA,0.15
barletta,CA_FO03,CARBENDAZIM,0.43
barletta,CA_FO03,CLORANTRANILIPROLO,0.088
barletta,CA_FO03,DIMETOMORF,0.27
barletta,CA_FO03,AMPA,9.37
barletta,CA_FO03,GLIFOSATE,1.04
barletta,CA_FO03,METOSSIFENOZIDE,0.067
barletta,CA_FO03,TEBUCONAZOLO,0.14
barletta,CA_FO03,METALAXIL,0.15
barletta,CA_FO03,CLORPIRIFOS,0.011
barletta,CA_FO03,PROPICONAZOLO,0.04
barletta,CA_FO03,DIMETOATO,0.1
barletta,CA_FO03,OXADIAZON,0.05
barletta,CA_FO03,PENCONAZOLO,0.06
barletta,CA_FO03,IMIDACLOPRID,0.036
barletta,CA_FO03,ETOPROFOS,0.03
barletta,CA_FO03,METOLACLOR,0.09
canosa di puglia,CA_FO04N,CARBENDAZIM,0.19
canosa di puglia,CA_FO04N,DIMETOMORF,0.11
canosa di puglia,CA_FO04N,BOSCALID,0.38
canosa di puglia,CA_FO04N,GLIFOSATE,0.51
canosa di puglia,CA_FO04N,AMPA,4.91
canosa di puglia,CA_FO04N,AZOSSISTROBINA,0.21
canosa di puglia,CA_FO04N,METOSSIFENOZIDE,0.0166
canosa di puglia,CA_FO04N,METAZACLOR,0.0394
canosa di puglia,CA_FO04N,TEBUCONAZOLO,0.07
canosa di puglia,CA_FO04N,OXADIAZON,0.03
canosa di puglia,CA_FO04N,METALAXIL,0.07
canosa di puglia,CA_FO04N,CLORPIRIFOS,0.011
canosa di puglia,CA_FO04N,CLORANTRANILIPROLO,0.084
canosa di puglia,CA_FO04N,METOLACLOR,0.71
ginosa,CA_GA01,AMPA,3.14
ginosa,CA_GA01,METOSSIFENOZIDE,0.022
ginosa,CA_GA01,CARBENDAZIM,0.011
ginosa,CA_GA01,DIMETOMORF,0.03
ginosa,CA_GA01,METRAFENONE,0.0191
ginosa,CA_GA01,METALAXIL,0.46
ginosa,CA_GA01,TERBUTRINA,0.068
ginosa,CA_GA01,IMIDACLOPRID,0.057
brindisi,CA_GR01,AMPA,0.15
brindisi,CA_GR01,CARBENDAZIM,0.0289999999999999
brindisi,CA_GR01,DIMETOATO,0.04
brindisi,CA_GR01,TEBUCONAZOLO,0.04
brindisi,CA_GR01,TETRACONAZOLO,0.03
brindisi,CA_GR01,IMIDACLOPRID,0.05
palagiano,CA_LN01,AMPA,0.89
palagiano,CA_LN01,CARBENDAZIM,0.0139999999999999
palagiano,CA_LN01,GLIFOSATE,1.74
palagiano,CA_LN01,OXIFLUORFEN,0.01
brindisi,CA_RE01,GLIFOSATE,1.31
brindisi,CA_RE01,AMPA,6.44
brindisi,CA_RE01,DIURON,0.59
brindisi,CA_RE01,CARBENDAZIM,0.6
brindisi,CA_RE01,IMIDACLOPRID,0.11
brindisi,CA_RE01,LINURON,0.42
brindisi,CA_RE01,CLORIDAZON,0.1518
brindisi,CA_RE01,TERBUTRINA,0.025
brindisi,CA_RE01,METRIBUZIN,0.06
brindisi,CA_RE01,CLOROTOLURON,0.03
brindisi,CA_RE01,TIACLOPRID,0.0332
brindisi,CA_RE01,ESACLOROCICLOESANO gamma,0.0008
brindisi,CA_RE01,METALAXIL,0.05
brindisi,CA_RE01,PARATION-ETILE,0.003
brindisi,CA_RE01,"ENDOSULFAN, alfa",0.0029
brindisi,CA_RE01,CLORPIRIFOS,0.0069999999999999
brindisi,CA_RE01,BENTAZONE,0.035
brindisi,CA_RE01,ESACLOROBENZENE,0.0008
lucera,CA_SA01,AMPA,3.08
lucera,CA_SA01,GLIFOSATE,0.28
lucera,CA_SA01,METOLACLOR,0.04
lucera,CA_SA01,DODINA,0.036
lucera,CA_SA01,METOSSIFENOZIDE,0.013
lucera,CA_SA01,CARBENDAZIM,0.013
lucera,CA_SA01,TEBUCONAZOLO,0.06
lucera,CA_SA01,TERBUTRINA,0.0151
lucera,CA_SA02,GLIFOSATE,0.16
lucera,CA_SA02,AMPA,0.09
rignano garganico,CA_SA03,AMPA,1.25
rignano garganico,CA_SA03,GLIFOSATE,0.42
rignano garganico,CA_SA03,METOSSIFENOZIDE,0.0072
rignano garganico,CA_SA03,DIMETOATO,0.03
rignano garganico,CA_SA03,CLORPIRIFOS,0.015
san paolo civitate,CA_TC01,AMPA,0.96
san paolo civitate,CA_TC01,METOSSIFENOZIDE,0.0223
san paolo civitate,CA_TC01,GLIFOSATE,0.11
san paolo civitate,CA_TC01,METALAXIL,0.04
san paolo civitate,CA_TC01,CLORPIRIFOS,0.021
san paolo civitate,CA_TC01,CLOROTOLURON,0.04
apricena,CA_TC02,AMPA,6.23
apricena,CA_TC02,CARBENDAZIM,0.0819999999999999
apricena,CA_TC02,GLIFOSATE,1.67
apricena,CA_TC02,TERBUTRINA,0.0069999999999999
apricena,CA_TC02,DODINA,0.036
apricena,CA_TC02,TEBUCONAZOLO,0.45
apricena,CA_TC02,METOSSIFENOZIDE,0.0112
apricena,CA_TC02,AZOSSISTROBINA,0.11
san severo,CA_TC03,CARBENDAZIM,0.079
san severo,CA_TC03,AMPA,6.92
san severo,CA_TC03,GLIFOSATE,0.6
san severo,CA_TC03,AZOSSISTROBINA,0.0752
san severo,CA_TC03,TERBUTRINA,0.01
san severo,CA_TC03,TEBUCONAZOLO,0.13
san severo,CA_TC03,METOSSIFENOZIDE,0.0117
san marco in lamis,CA_TC04,CARBENDAZIM,0.18
san marco in lamis,CA_TC04,METALAXIL,0.1
san marco in lamis,CA_TC04,METOSSIFENOZIDE,0.048
san marco in lamis,CA_TC04,AMPA,14.12
san marco in lamis,CA_TC04,GLIFOSATE,3.44
san marco in lamis,CA_TC04,TEBUCONAZOLO,0.07
san marco in lamis,CA_TC04,PROPAMOCARB,0.031
san marco in lamis,CA_TC04,TIAMETOXAM,0.0062
san marco in lamis,CA_TC04,CLORPIRIFOS,0.006
san marco in lamis,CA_TC04,IMIDACLOPRID,0.051
san marco in lamis,CA_TC05,GLIFOSATE,0.76
san marco in lamis,CA_TC05,AMPA,4.88
san marco in lamis,CA_TC05,CARBENDAZIM,0.0139999999999999
san marco in lamis,CA_TC05,METOSSIFENOZIDE,0.0259
san marco in lamis,CA_TC05,TERBUTRINA,0.0185
san marco in lamis,CA_TC05,TEBUCONAZOLO,0.04
san marco in lamis,CA_TC06,METALAXIL,0.04
san marco in lamis,CA_TC06,CARBENDAZIM,0.018
san marco in lamis,CA_TC06,AMPA,9.06
san marco in lamis,CA_TC06,GLIFOSATE,0.94
san marco in lamis,CA_TC06,BENTAZONE,0.033
san marco in lamis,CA_TC06,METOSSIFENOZIDE,0.0309
san marco in lamis,CA_TC06,CIPROCONAZOLO,0.05
san marco in lamis,CA_TC06,IMIDACLOPRID,0.03
san marco in lamis,CA_TC06,TERBUTRINA,0.0055
san marco in lamis,CA_TC06,CLORPIRIFOS,0.005
san marco in lamis,CA_TC06,TEBUCONAZOLO,0.04
manfredonia,CA_TC07,AMPA,23.67
manfredonia,CA_TC07,GLIFOSATE,1.75
manfredonia,CA_TC07,PROPAMOCARB,1.48
manfredonia,CA_TC07,CLORPIRIFOS,0.026
manfredonia,CA_TC07,CARBENDAZIM,0.01
manfredonia,CA_TC07,TETRACONAZOLO,0.0316
manfredonia,CA_TC07,LENACIL,0.066
manfredonia,CA_TC07,METRIBUZIN,0.1
manfredonia,CA_TC07,LINURON,0.08
manfredonia,CA_TC07,IMIDACLOPRID,0.093
manfredonia,CA_TC08,AMPA,8.06
manfredonia,CA_TC08,GLIFOSATE,0.83
manfredonia,CA_TC08,CARBENDAZIM,0.024
manfredonia,CA_TC08,METOSSIFENOZIDE,0.0058
manfredonia,CA_TC08,DIMETOATO,0.06
manfredonia,CA_TC08,CLORPIRIFOS,0.005
manfredonia,CA_TC08,METALAXIL,0.04
manfredonia,CA_TC08,METOMIL,0.04
chieuti,CA_TS01,AMPA,3.03
chieuti,CA_TS01,GLIFOSATE,0.081
chieuti,CA_TS02,AMPA,0.19
chieuti,CA_TS02,METALAXIL,0.04
chieuti,CA_TS02,DODINA,0.0409999999999999
chieuti,CA_TS02,METRIBUZIN,0.03
chieuti,CA_TS02,OXADIAZON,0.026
chieuti,CA_TS02,GLIFOSATE,0.088
chieuti,CA_TS02,DIMETOMORF,0.0379
chieuti,CA_TS02,METOSSIFENOZIDE,0.0323
rignano garganico,CA_TT01,CLORPIRIFOS,0.049
rignano garganico,CA_TT01,IMIDACLOPRID,0.042
rignano garganico,CA_TT01,METALAXIL,0.14
rignano garganico,CA_TT01,GLIFOSATE,17.85
rignano garganico,CA_TT01,CARBENDAZIM,0.063
rignano garganico,CA_TT01,AMPA,29.2
rignano garganico,CA_TT01,TEBUCONAZOLO,0.1
rignano garganico,CA_TT01,METOSSIFENOZIDE,0.085
rignano garganico,CA_TT01,PROPAMOCARB,0.04
rignano garganico,CA_TT01,DIMETOATO,0.07
rignano garganico,CA_TT01,DIMETOMORF,0.0375
rignano garganico,CA_TT01,TERBUTRINA,0.011
rignano garganico,CA_TT01,TIOPHANATE-METHYL,0.01
rignano garganico,CA_TT01,ESACLOROCICLOESANO gamma,0.0006
rignano garganico,CA_TT01,CICLOXIDIM,0.081
rignano garganico,CA_TT01,BOSCALID,0.13
rignano garganico,CA_TT01,DODINA,0.025
rignano garganico,CA_TT01,ESACLOROCICLOESANO delta,0.0009
,0224-CF000800-ST01,AMPA,1.948
,0224-CF000800-ST01,GLIFOSATE,0.08
,0224-CF000800-ST01,IMIDACLOPRID,0.01
,0224-CF000800-ST01,ALACLOR,0.16
,0225-CF000100-ST01,"2,4-DICLOROFENOSSIACETICO ACIDO",0.01
,0225-CF000100-ST01,METOLACLOR,0.04
,0225-CF000100-ST01,CLORANTRANILIPROLO,0.03
,0225-CF000100-ST01,AMPA,1.86
,0225-CF000100-ST01,GLIFOSATE,3.4
,0225-CF000100-ST01,PENCONAZOLO,0.07
,0225-CF000100-ST01,BENTAZONE,9.07
,0225-CF000100-ST01,AZOSSISTROBINA,0.035
,0225-CF000100-ST01,MCPA,0.069
,0225-CF000100-ST01,PENTACLOROBENZENE,0.0003
,0224-CF000800-ST01,DICLORVOS,0.00053
,0224-CF000800-ST01,TERBUTRINA,0.06
,0224-CF001100-ST01,BENTAZONE,0.034
,0001-CF000105-ST01,AMPA,0.77
,0001-CF000105-ST01,PROPIZAMIDE,0.21
,0001-CF000105-ST01,PENDIMETALIN,0.01
,0001-CF000105-ST01,LINURON,0.26
,0001-CF000105-ST01,TEBUCONAZOLO,0.17
,0001-CF000105-ST01,METOLACLOR,0.02
,0001-CF000105-ST01,GLIFOSATE,0.27
,0001-CF000105-ST01,PENCONAZOLO,0.03
,0001-CF000105-ST01,METRIBUZIN,0.03
,0001-CF000105-ST01,AZOSSISTROBINA,0.026
,0001-CF000105-ST01,TERBUTILAZINA,0.019
,0001-CF000105-ST01,"2,4-DICLOROFENOSSIACETICO ACIDO",0.052
,0001-CF000105-ST01,DIMETOMORF,0.03
,0002-CF000101-ST01,TERBUTILAZINA,0.03
,0002-CF000101-ST01,TERBUTRINA,0.01
,0002-CF000102-ST01,LINURON,0.266
,0002-CF000102-ST01,AMPA,0.58
,0002-CF000102-ST01,GLIFOSATE,0.22
,0002-CF000102-ST01,ACLONIFEN,0.084
,0003-CF000102-ST01,TERBUTRINA,0.022
,0007-CF000100-ST01,AMPA,1.12
,0007-CF000100-ST01,"2,4-DICLOROFENOSSIACETICO ACIDO",0.032
,0007-CF000100-ST01,GLIFOSATE,0.45
,0007-CF000100-ST01,PENTACLOROBENZENE,0.0002
,0007-CF000100-ST01,IMIDACLOPRID,0.02
,0007-CF000100-ST01,LINURON,0.036
,0007-CF000100-ST01,DIURON,0.052
,0007-CF000100-ST01,AZOSSISTROBINA,0.01
,0008-CF000102-ST01,GLIFOSATE,0.087
,0008-CF000102-ST01,AMPA,0.6
,0008-CF000102-ST01,DIURON,0.016
,0008-CF000102-ST01,TERBUTRINA,0.01
,0039-CF000109-ST01,AMPA,0.083
,0039-CF000109-ST01,GLIFOSATE,0.05
,0039-CF015401-ST01,AMPA,0.126
,0045-CF000105-ST01,GLIFOSATE,0.66
,0045-CF000105-ST01,AMPA,0.052
,0073-CF000102-ST01,DIMETOATO,0.011
,0073-LA4011,LINURON,0.017
,0102-CF000103-ST01,TERBUTRINA,0.022
,0102-CF000105-ST01,AMPA,0.1
,0102-CF000105-ST01,GLIFOSATE,0.081
,0102-CF000105-ST01,IMIDACLOPRID,0.01
,0102-CF000105-ST01,AZOSSISTROBINA,0.031
,0102-CF001600-ST01,AMPA,0.081
,0102-CF001600-ST01,GLIFOSATE,0.044
,0129-CF000103-ST01,GLIFOSATE,0.31
,0129-CF000103-ST01,AMPA,0.93
,0129-CF002200-ST02,GLIFOSATE,0.32
,0130-CF000100-ST01,AMPA,0.122
,0130-CF000100-ST01,GLIFOSATE,0.052
,0162-CF000100-ST01,DEMETON-O,0.04
,0164-CF000103-ST01,AMPA,0.0969999999999999
,0164-CF000103-ST01,GLIFOSATE,0.062
,0171-CF000100-ST01,DINOCAP,0.29
,0171-CF000100-ST01,CHINOSSIFEN,0.026
,0176-CF000104-ST01,AMPA,0.97
,0176-CF000104-ST01,GLIFOSATE,1.203
,0176-CF000104-ST01,PENCONAZOLO,0.114
,0176-CF000104-ST01,DEMETON-O,0.013
,0176-CF000106-ST01,AMPA,0.2769999999999999
,0176-CF000106-ST01,GLIFOSATE,0.134
,0176-CF000106-ST01,DICLORVOS,0.0003
,0176-CF000500-ST01,DEMETON-O,0.061
,0177-CF000302-ST01,AMPA,0.191
,0177-CF000302-ST01,GLIFOSATE,0.05
,0177-CF000302-ST01,DEMETON-O,0.012
,0182-CF000102-ST01,AMPA,1.182
,0182-CF000102-ST01,GLIFOSATE,0.8109999999999999
,0182-CF000102-ST01,LINURON,2.18
,0182-CF000102-ST01,IMIDACLOPRID,0.01
,0182-CF000103-ST01,GLIFOSATE,0.087
,0182-CF000103-ST01,AMPA,1.112
,0182-CF000103-ST01,LINURON,3.85
,0182-CF000103-ST01,IMIDACLOPRID,0.01
,0182-CF000103-ST01,METOMIL,0.01
,0183-CF000102-ST01,GLIFOSATE,0.054
,0191-CF000400-ST01,AMPA,0.022
,0191-CF001400-ST01,AMPA,0.114
,0191-CF001400-ST01,GLIFOSATE,0.173
,0191-CF001400-ST01,DIURON,0.061
,0211-CF000104-ST01,AMPA,0.313
,0211-CF000104-ST01,BENTAZONE,0.0279999999999999
,0211-CF000104-ST01,GLIFOSATE,0.52
,0211-CF000104-ST01,ESACLOROBENZENE,0.0006
,0221-CF000101-ST01,BENTAZONE,0.163
,0221-CF000102-ST01,AMPA,0.221
,0221-CF000102-ST01,CLOMAZONE,0.0139999999999999
,0221-CF000102-ST01,BENTAZONE,3.41
,0221-CF000102-ST01,GLIFOSATE,0.63
,0221-CF000102-ST01,MCPA,0.016
,0221-CF000600-ST01,AMPA,0.305
,0221-CF000600-ST01,GLIFOSATE,0.08
,0221-CF000600-ST01,TERBUTRINA,0.026
,0222-CF000104-ST01,AMPA,0.215
,0222-CF000104-ST01,GLIFOSATE,0.122
,0222-CF000105-ST01,GLIFOSATE,0.366
,0222-CF000105-ST01,AMPA,0.198
,0222-CF000108-ST01,AMPA,0.086
,0222-CF000108-ST01,BENTAZONE,0.368
,0222-CF000108-ST01,GLIFOSATE,0.65
,0222-CF000108-ST01,PENTACLOROBENZENE,0.0005
,0222-CF000109-ST01,AMPA,0.135
,0222-CF000109-ST01,BENTAZONE,0.897
,0222-CF000109-ST01,GLIFOSATE,0.6559999999999999
,0222-CF000109-ST01,LINURON,0.127
,0222-CF000109-ST01,PENTACLOROBENZENE,0.0005
,0222-CF000109-ST01,ESACLOROCICLOESANO,0.009
,0223-CF000106-ST01,GLIFOSATE,0.119
,0223-CF000106-ST01,AMPA,0.142
,0224-CF000103-ST01,MCPA,0.019
,0224-CF000103-ST01,AMPA,0.221
,0224-CF000103-ST01,GLIFOSATE,0.21
,0224-CF000103-ST01,BENTAZONE,0.68
,0225-CF000100-ST01,TERBUTRINA,0.01
,0226-CF000101-ST01,DIMETOMORF,0.01
,0226-CF000101-ST01,FLUOPICOLIDE,0.02
,0226-CF000101-ST01,DIURON,0.025
,0226-CF000101-ST01,"2,4-DICLOROFENOSSIACETICO ACIDO",0.071
,0226-CF000101-ST01,TEBUCONAZOLO,0.1
,0226-CF000101-ST01,IMIDACLOPRID,0.02
,0226-CF000101-ST01,DICLORVOS,0.001
,0226-CF000102-ST01,GLIFOSATE,0.07
,0226-CF000102-ST01,BENTAZONE,0.376
,0226-CF000102-ST01,AMPA,0.1889999999999999
,0226-CF002500-ST01,GLIFOSATE,0.81
,0226-CF002500-ST01,AMPA,0.055
,0227-CF000102-ST01,AMPA,0.437
,0227-CF000102-ST01,CLOMAZONE,0.031
,0227-CF000102-ST01,BENTAZONE,0.123
,0227-CF000102-ST01,GLIFOSATE,0.69
,0227-CF000102-ST01,AZOSSISTROBINA,0.06
,0245-CF000104-ST01,AMPA,0.23
,0245-CF000104-ST01,GLIFOSATE,0.06
,0252-CF000102-ST01,TERBUTRINA,0.0197
,0254-CF000102-ST01,TERBUTRINA,0.1198
,0254-CF000102-ST01,AMPA,4.89
,0254-CF000102-ST01,GLIFOSATE,1.95
,0254-CF000102-ST01,IMIDACLOPRID,0.01
,0256-CF000102-ST01,AMPA,0.44
,0256-CF000102-ST01,GLIFOSATE,0.03
,0302-CF000101-ST01,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0289999999999999
,0302-CF000101-ST02,AMPA,0.79
,0302-CF000101-ST02,GLIFOSATE,0.1
,0302-CF000101-ST02,TERBUTRINA,0.032
,0302-CF000102-ST01,AMPA,0.29
,0302-CF000102-ST01,GLIFOSATE,0.7
,0302-CF000102-ST01,PENTACLOROBENZENE,0.0002
,0302-LA4041,PENTACLOROBENZENE,0.005
,0176-CF000104-ST01,TERBUTILAZINA (incluso metabolita),0.172
,0191-CF001400-ST01,TERBUTILAZINA (incluso metabolita),0.016
,0221-CF000102-ST01,TERBUTILAZINA (incluso metabolita),0.024
,0222-CF000108-ST01,TERBUTILAZINA (incluso metabolita),0.021
,0225-CF000100-ST01,TERBUTILAZINA (incluso metabolita),0.114
,0226-CF000102-ST01,TERBUTILAZINA (incluso metabolita),0.02
,0227-CF000102-ST01,TERBUTILAZINA (incluso metabolita),0.019
castelvetrano,IT19RW05403,BROMACILE,0.01
sortino,IT19RW09103,AMPA,0.03
sortino,IT19RW09103,CLOPYRALID,0.02
sortino,IT19RW09103,IMIDACLOPRID,0.008
sortino,IT19RW09103,GLIFOSATE,0.02
sortino,IT19RW09103,CLOMAZONE,0.01
comiso,IT19RW08002,TIABENDAZOLO,0.003
comiso,IT19RW08002,BOSCALID,0.018
piana degli albanesi,IT19LW0572,DIURON,0.004
piana degli albanesi,IT19LW0572,MCPA,0.04
piana degli albanesi,IT19LW05752,DIURON,0.004
piana degli albanesi,IT19LW05752,DICLORVOS,0.00018
piana degli albanesi,IT19LW05752,CARBENDAZIM,0.004
piana degli albanesi,IT19LW05752,AMPA,0.04
piana degli albanesi,IT19LW05752,IMIDACLOPRID,0.027
gela,IT19LW07822,MICLOBUTANIL,0.017
gela,IT19LW07822,TEBUCONAZOLO,0.01
gela,IT19LW07822,CLOROTOLURON,0.004
gela,IT19LW07822,GLIFOSATE,0.15
gela,IT19LW07822,BOSCALID,0.008
gela,IT19LW07822,ACETAMIPRID,0.004
gela,IT19LW07822,METALAXIL,0.005
gela,IT19LW07822,TETRACONAZOLO,0.01
gela,IT19LW07822,CARBENDAZIM,0.004
gela,IT19LW07822,ROTENONE,0.01
gela,IT19LW07822,TIABENDAZOLO,0.002
gela,IT19LW07822,PENCONAZOLO,0.008
gela,IT19LW07822,PROPICONAZOLO,0.008
gela,IT19LW07822,METOSSIFENOZIDE,0.005
gela,IT19LW07822,METSULFURON-METILE,0.005
gela,IT19LW07822,METOLACLOR,0.005
gela,IT19LW07822,"DDE, op",0.001
gela,IT19LW07822,AMPA,0.06
mazara del vallo,IT19RW05401,BROMACILE,0.01
mazara del vallo,IT19RW05401,METALAXIL,0.03
mazara del vallo,IT19RW05401,GLIFOSATE,0.09
mazara del vallo,IT19RW05401,AMPA,0.76
mazara del vallo,IT19RW05401,IMIDACLOPRID,0.1119999999999999
mazara del vallo,IT19RW05401,PROPAMOCARB,0.002
mazara del vallo,IT19RW05401,DIURON,0.004
castelvetrano,IT19RW05403,METALAXIL,0.036
castelvetrano,IT19RW05403,IMIDACLOPRID,0.215
castelvetrano,IT19RW05403,AMPA,0.48
castelvetrano,IT19RW05403,GLIFOSATE,1.24
castelvetrano,IT19RW05403,CARBENDAZIM,0.004
castelvetrano,IT19RW05403,TETRACONAZOLO,0.01
castelvetrano,IT19RW05403,TERBUTRINA,0.005
castelvetrano,IT19RW05403,DIURON,0.005
castelvetrano,IT19RW05403,BOSCALID,0.0069999999999999
castelvetrano,IT19RW05403,TEBUCONAZOLO,0.008
castelvetrano,IT19RW05403,MICLOBUTANIL,0.005
castelvetrano,IT19RW05403,NAPROPAMIDE,0.008
castelvetrano,IT19RW05403,CARBARIL,0.02
castelvetrano,IT19RW05403,TETRADIFON,0.001
castelvetrano,IT19RW05403,PENCONAZOLO,0.008
castelvetrano,IT19RW05403,DIMETOATO,0.001
agrigento,IT19RW06802,CARBENDAZIM,0.039
agrigento,IT19RW06802,TEFLUTRIN,0.013
agrigento,IT19RW06802,AMPA,3.95
agrigento,IT19RW06802,IMIDACLOPRID,0.172
agrigento,IT19RW06802,DIURON,0.122
palma di montechiaro,IT19RW07001,BROMACILE,0.01
palma di montechiaro,IT19RW07001,METALAXIL,0.03
palma di montechiaro,IT19RW07001,AMPA,5.47
palma di montechiaro,IT19RW07001,GLIFOSATE,5.8
palma di montechiaro,IT19RW07001,IMIDACLOPRID,0.179
palma di montechiaro,IT19RW07001,PENCONAZOLO,0.1969999999999999
palma di montechiaro,IT19RW07001,DIURON,0.106
palma di montechiaro,IT19RW07001,PROPAMOCARB,0.015
palma di montechiaro,IT19RW07001,CARBENDAZIM,0.04
palma di montechiaro,IT19RW07001,TEBUCONAZOLO,0.035
palma di montechiaro,IT19RW07001,ACETAMIPRID,0.071
palma di montechiaro,IT19RW07001,BOSCALID,0.057
palma di montechiaro,IT19RW07001,CLORANTRANILIPROLO,0.024
palma di montechiaro,IT19RW07001,METOSSIFENOZIDE,0.009
palma di montechiaro,IT19RW07001,MICLOBUTANIL,0.157
palma di montechiaro,IT19RW07001,DIMETOATO,0.025
palma di montechiaro,IT19RW07001,"2,4-DICLOROFENOSSIACETICO ACIDO",0.011
palma di montechiaro,IT19RW07001,TETRACONAZOLO,0.02
palma di montechiaro,IT19RW07001,MCPA,0.02
palma di montechiaro,IT19RW07001,TERBUTRINA,0.011
licata,IT19RW07212,"DDE, op",0.0006
licata,IT19RW07212,METALAXIL,0.017
licata,IT19RW07212,AMPA,3.4
licata,IT19RW07212,TEBUCONAZOLO,0.012
licata,IT19RW07212,GLIFOSATE,0.12
licata,IT19RW07212,CARBENDAZIM,0.008
licata,IT19RW07212,DIURON,0.006
licata,IT19RW07212,IMIDACLOPRID,0.03
licata,IT19RW07212,BENTAZONE,0.0069999999999999
licata,IT19RW07212,ISOPROTURON,0.0069999999999999
vittoria,IT19RW08003,BOSCALID,0.011
ragusa,IT19RW08201,TERBUTRINA,0.003
ragusa,IT19RW08201,CLORANTRANILIPROLO,0.008
ragusa,IT19RW08201,DIURON,0.016
ragusa,IT19RW08201,BOSCALID,0.006
ragusa,IT19RW08201,METOSSIFENOZIDE,0.0139999999999999
ragusa,IT19RW08201,FLONICAMID,0.015
ragusa,IT19RW08201,TIABENDAZOLO,0.002
ragusa,IT19RW08201,IMIDACLOPRID,0.032
ragusa,IT19RW08201,ACETAMIPRID,0.02
ragusa,IT19RW08201,AZOSSISTROBINA,0.005
ragusa,IT19RW08201,CARBENDAZIM,0.011
ragusa,IT19RW08201,AMPA,0.69
ragusa,IT19RW08201,GLIFOSATE,0.1
ragusa,IT19RW08201,TEBUCONAZOLO,0.004
giarratana,IT19RW08204,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.011
